session,file,path,kind,bytes,rows,columns,distinct_settings_in_file,what_it_is,produced_by,bias,z_parking,run_settings,session_log_passage,tip,sample,session_log,session_when,excluded_why,caveat,metadata_source
2026-09-19-bench,ycontrol_run1.csv,sessions/data/2026-09-19-bench/ycontrol_run1.csv,csv,2522,18,"y_offset, pass, then 21 X DAC codes 17768..47768",18 pass rows,"three-Y control, +-3000 Y, scanning",Code/pc/stm_y_control.py via scripts/run_ycontrol*.py,"38229 = sample -0.5 V, setpoint 1,000 counts","loop-controlled, top clamp 60000","first column = Y offset, second = pass number, then 21 X DAC codes; 3 places x 6 passes = 18 rows",sessions/2026-09-19-bench.md 3.15,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,15 of the 90 lines across the three +-12000 runs are blind loop ramps (sessions/2026-09-19-morning.md 6),session data README or session log
2026-09-19-bench,ycontrol_run1.log,sessions/data/2026-09-19-bench/ycontrol_run1.log,log,1826,44,free text,"first line: onset Z=44200, setpoint 1000 counts (3.12 nA), bias 38229","three-Y control, +-3000 Y, scanning (printed summary)",Code/pc/stm_y_control.py via scripts/run_ycontrol*.py,"38229 = sample -0.5 V, setpoint 1,000 counts (3.12 nA)","loop-controlled, Z window widened to 60000 at the top","21 X points at +-15000, 3 places, 6 passes each, loop 100 counts per decade; the log's first line gives the onset Z",sessions/2026-09-19-bench.md 3.15,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,"the tool prints a '287-419 count wobble' comparison that belongs to the 2026-09-17 junction, not to this one",session data README or session log
2026-09-19-bench,ycontrol_run2.log,sessions/data/2026-09-19-bench/ycontrol_run2.log,log,1850,44,free text,"first line: onset Z=48600, setpoint 1000 counts (3.12 nA), bias 38229","three-Y control, +-12000 Y, scanning (printed summary)",Code/pc/stm_y_control.py via scripts/run_ycontrol*.py,"38229 = sample -0.5 V, setpoint 1,000 counts (3.12 nA)","loop-controlled, Z window widened to 60000 at the top","21 X points at +-15000, 3 places, 6 passes each, loop 100 counts per decade; the log's first line gives the onset Z",sessions/2026-09-19-bench.md 3.15,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,"the tool prints a '287-419 count wobble' comparison that belongs to the 2026-09-17 junction, not to this one",session data README or session log
2026-09-19-bench,ycontrol_run2_ysep12000.csv,sessions/data/2026-09-19-bench/ycontrol_run2_ysep12000.csv,csv,2534,18,"y_offset, pass, then 21 X DAC codes 17768..47768",18 pass rows,"three-Y control, +-12000 Y, scanning",Code/pc/stm_y_control.py via scripts/run_ycontrol*.py,"38229 = sample -0.5 V, setpoint 1,000 counts","loop-controlled, top clamp 60000","first column = Y offset, second = pass number, then 21 X DAC codes; 3 places x 6 passes = 18 rows",sessions/2026-09-19-bench.md 3.15,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,15 of the 90 lines across the three +-12000 runs are blind loop ramps (sessions/2026-09-19-morning.md 6),session data README or session log
2026-09-19-bench,ycontrol_run3.log,sessions/data/2026-09-19-bench/ycontrol_run3.log,log,1860,44,free text,"first line: onset Z=52000, setpoint 1000 counts (3.12 nA), bias 38229","three-Y control, +-12000 Y, X HELD (printed summary)",Code/pc/stm_y_control.py via scripts/run_ycontrol*.py,"38229 = sample -0.5 V, setpoint 1,000 counts (3.12 nA)","loop-controlled, Z window widened to 60000 at the top","21 X points at +-15000, 3 places, 6 passes each, loop 100 counts per decade; the log's first line gives the onset Z",sessions/2026-09-19-bench.md 3.15,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,"the tool prints a '287-419 count wobble' comparison that belongs to the 2026-09-17 junction, not to this one",session data README or session log
2026-09-19-bench,ycontrol_run3_ysep12000_xheld.csv,sessions/data/2026-09-19-bench/ycontrol_run3_ysep12000_xheld.csv,csv,2534,18,"y_offset, pass, then 21 X DAC codes 17768..47768",18 pass rows,"three-Y control, +-12000 Y, X HELD",Code/pc/stm_y_control.py via scripts/run_ycontrol*.py,"38229 = sample -0.5 V, setpoint 1,000 counts","loop-controlled, top clamp 60000","first column = Y offset, second = pass number, then 21 X DAC codes; 3 places x 6 passes = 18 rows",sessions/2026-09-19-bench.md 3.15,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,15 of the 90 lines across the three +-12000 runs are blind loop ramps (sessions/2026-09-19-morning.md 6),session data README or session log
2026-09-19-bench,ycontrol_run4.log,sessions/data/2026-09-19-bench/ycontrol_run4.log,log,1863,44,free text,"first line: onset Z=50800, setpoint 1000 counts (3.12 nA), bias 38229","three-Y control, +-12000 Y, scanning, REPEAT of run 2 (printed summary)",Code/pc/stm_y_control.py via scripts/run_ycontrol*.py,"38229 = sample -0.5 V, setpoint 1,000 counts (3.12 nA)","loop-controlled, Z window widened to 60000 at the top","21 X points at +-15000, 3 places, 6 passes each, loop 100 counts per decade; the log's first line gives the onset Z",sessions/2026-09-19-bench.md 3.15,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,"the tool prints a '287-419 count wobble' comparison that belongs to the 2026-09-17 junction, not to this one",session data README or session log
2026-09-19-bench,ycontrol_run4_ysep12000_repeat.csv,sessions/data/2026-09-19-bench/ycontrol_run4_ysep12000_repeat.csv,csv,2534,18,"y_offset, pass, then 21 X DAC codes 17768..47768",18 pass rows,"three-Y control, +-12000 Y, scanning, REPEAT",Code/pc/stm_y_control.py via scripts/run_ycontrol*.py,"38229 = sample -0.5 V, setpoint 1,000 counts","loop-controlled, top clamp 60000","first column = Y offset, second = pass number, then 21 X DAC codes; 3 places x 6 passes = 18 rows",sessions/2026-09-19-bench.md 3.15,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,15 of the 90 lines across the three +-12000 runs are blind loop ramps (sessions/2026-09-19-morning.md 6),session data README or session log
2026-09-19-bench,ycontrol_xheld_run1.csv,sessions/data/2026-09-19-bench/ycontrol_xheld_run1.csv,csv,2522,18,"y_offset, pass, then 21 X DAC codes 17768..47768",18 pass rows,"three-Y control, +-3000 Y, X HELD",Code/pc/stm_y_control.py via scripts/run_ycontrol*.py,"38229 = sample -0.5 V, setpoint 1,000 counts","loop-controlled, top clamp 60000","first column = Y offset, second = pass number, then 21 X DAC codes; 3 places x 6 passes = 18 rows",sessions/2026-09-19-bench.md 3.15,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,15 of the 90 lines across the three +-12000 runs are blind loop ramps (sessions/2026-09-19-morning.md 6),session data README or session log
2026-09-19-bench,ycontrol_xheld_run1.log,sessions/data/2026-09-19-bench/ycontrol_xheld_run1.log,log,1838,44,free text,"first line: onset Z=47000, setpoint 1000 counts (3.12 nA), bias 38229","three-Y control, +-3000 Y, X HELD (printed summary)",Code/pc/stm_y_control.py via scripts/run_ycontrol*.py,"38229 = sample -0.5 V, setpoint 1,000 counts (3.12 nA)","loop-controlled, Z window widened to 60000 at the top","21 X points at +-15000, 3 places, 6 passes each, loop 100 counts per decade; the log's first line gives the onset Z",sessions/2026-09-19-bench.md 3.15,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,"the tool prints a '287-419 count wobble' comparison that belongs to the 2026-09-17 junction, not to this one",session data README or session log
2026-09-19-bench,zdir2_run1.csv,sessions/data/2026-09-19-bench/zdir2_run1.csv,csv,23048,808,"t, tag, z, mean","z: 0, 1000, 10000, 10500, 11000, 11500, 12000, 12500 ... (101 values); tag: down0, down1, down2, down3, up0, up1, up2, up3; t spans 15.56",the 808 sweep points,scripts/zdir2.py,"38229 = sample -0.5 V. NOT in the session log or the data README: read from the producing script's own source, which is committed in that session's scripts/ directory (scripts/zdir2.py:17 BIAS 38229)","swept 50000 -> 0 -> 50000, four times","columns t (unix), tag (down0..up3), z, mean",sessions/2026-09-19-bench.md 3.8,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,,recovered from the producing script's source
2026-09-19-bench,zdir2_run1.log,sessions/data/2026-09-19-bench/zdir2_run1.log,log,371,5,free text,"first line: 01:43:26 rep 0: onset going DOWN at Z None | fine: - | going UP, points over 150: none",four sweeps 50000 -> 0 -> 50000: nothing,scripts/zdir2.py,"38229 = sample -0.5 V. NOT in the session log or the data README: read from the producing script's own source, which is committed in that session's scripts/ directory (scripts/zdir2.py:17 BIAS 38229)","swept 50000 -> 0 -> 50000, four times","columns t (unix), tag (down0..up3), z, mean",sessions/2026-09-19-bench.md 3.8,"TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,,recovered from the producing script's source
2026-09-19-bench,zdir_run1.csv,sessions/data/2026-09-19-bench/zdir_run1.csv,csv,267,8,"t, leg, z, mean","z: 49000, 50000; leg: down0, down1, down2, up0, up1, up2; t spans 0.11",the sweep points,scripts/zdir.py,sample -0.14 V,swept 50000 -> 0 -> 50000,"columns t, leg, z, mean","sessions/2026-09-19-bench.md 3.9, 4","TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,"this script had NO WATCHDOG and ended with Z parked in contact at 50,000 while 27,000-32,000 counts flowed - listed as a fault in the session log",session data README or session log
2026-09-19-bench,zdir_run1.log,sessions/data/2026-09-19-bench/zdir_run1.log,log,286,7,free text,first line: 01:32:11 rep 0 DOWN (Z in thousands:counts) 50:1577 49:21158,Z sweeps at -0.14 V to find the direction,scripts/zdir.py,sample -0.14 V,swept 50000 -> 0 -> 50000,"columns t, leg, z, mean","sessions/2026-09-19-bench.md 3.9, 4","TWO TIPS. Everything before ~03:00 UTC used a tip Jacob then said was BENT; everything after used a new, 'very blunt' tip",the 2026-09-19 copper-framed gold-leaf-on-paper stack,sessions/2026-09-19-bench.md,"evening of 2026-09-18 local, 00:54-04:00 UTC 2026-09-19",,"this script had NO WATCHDOG and ended with Z parked in contact at 50,000 while 27,000-32,000 counts flowed - listed as a fault in the session log",session data README or session log
2026-09-19-morning,approach_run1.log,sessions/data/2026-09-19-morning/approach_run1.log,log,5126,136,free text,first line: start 11:38:32,"111 single motor steps toward the sample, nothing (stopped by hand for hand-set 2)",Code/pc/stm_approach.py,set by the tool,0 retracted,single steps,sessions/2026-09-19-morning.md 3.2,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,,session data README or session log
2026-09-19-morning,apz_approach_1789822231.csv,sessions/data/2026-09-19-morning/apz_approach_1789822231.csv,csv,126,10,"t, chunks, z_hit, adc",t spans 9.05,"the approach part: found at Z 17,000 after 9 chunks (180 steps)",scripts/approach_then_ztest.py,38229 = sample -0.5 V,0 upward,"columns t, cycle, phase, z, adc; phases start/find/pre/in/out/out2/snap/lost; cycle 0 is the find; Z steps of 4 counts, 5 averaged reads per point; the approach CSV has columns t, chunks, z_hit, adc",sessions/2026-09-19-morning.md 3.8,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC","THE Z-TEST FIGURES ARE EXCLUDED FROM THE RESULTS: the gold was moving through the whole run and followed the retracting tip in at ~14,000-16,000 counts per second","its sweep ran at 1,000-count steps, not the 250 the script set (the default-argument bug)",session data README or session log
2026-09-19-morning,apz_run1.log,sessions/data/2026-09-19-morning/apz_run1.log,log,4734,69,free text,"first line: 12:50:32 0 steps, nothing in Z 0..62000",20-step chunks then the Z test the instant it found the gold,scripts/approach_then_ztest.py,38229 = sample -0.5 V,0 upward,"columns t, cycle, phase, z, adc; phases start/find/pre/in/out/out2/snap/lost; cycle 0 is the find; Z steps of 4 counts, 5 averaged reads per point; the approach CSV has columns t, chunks, z_hit, adc",sessions/2026-09-19-morning.md 3.8,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC","THE Z-TEST FIGURES ARE EXCLUDED FROM THE RESULTS: the gold was moving through the whole run and followed the retracting tip in at ~14,000-16,000 counts per second","its sweep ran at 1,000-count steps, not the 250 the script set (the default-argument bug)",session data README or session log
2026-09-19-morning,apz_ztest_1789822231.csv,sessions/data/2026-09-19-morning/apz_ztest_1789822231.csv,csv,18354,801,"t, cycle, phase, z, adc","z: 0, 11932, 11936, 11940, 11944, 11948, 11952, 12 ... (202 values); phase: find, in, out, out2, pre, snap, start; t spans 4.03","the Z-test part: 30 cycles, 27 ending at Z 0 in contact",scripts/approach_then_ztest.py,38229 = sample -0.5 V,0 upward,"columns t, cycle, phase, z, adc; phases start/find/pre/in/out/out2/snap/lost; cycle 0 is the find; Z steps of 4 counts, 5 averaged reads per point; the approach CSV has columns t, chunks, z_hit, adc",sessions/2026-09-19-morning.md 3.8,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC","THE Z-TEST FIGURES ARE EXCLUDED FROM THE RESULTS: the gold was moving through the whole run and followed the retracting tip in at ~14,000-16,000 counts per second","its sweep ran at 1,000-count steps, not the 250 the script set (the default-argument bug)",session data README or session log
2026-09-19-morning,backoff_motor_run1.log,sessions/data/2026-09-19-morning/backoff_motor_run1.log,log,2652,82,free text,first line: 11:45:15 start: 32767 counts at Z 0,+80 single retract steps: still railed,scripts/backoff_motor.py,38229 = sample -0.5 V,0,"single retract steps, checking after each",sessions/2026-09-19-morning.md 3.3,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,,session data README or session log
2026-09-19-morning,backoff_motor_run2.log,sessions/data/2026-09-19-morning/backoff_motor_run2.log,log,9894,302,free text,first line: 11:46:16 start: 32767 counts at Z 0,+300 single retract steps: still railed,scripts/backoff_motor.py,38229 = sample -0.5 V,0,"single retract steps, checking after each",sessions/2026-09-19-morning.md 3.3,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,,session data README or session log
2026-09-19-morning,baseline_run1.log,sessions/data/2026-09-19-morning/baseline_run1.log,log,375,7,free text,"first line: 11:22:54 GSTS: 0,0,0,0,256,0,0,0,0,389960","power-up baseline: GSTS, ADCR at 0/-0.5/+0.5/0 V with Z 0, then a gentle walk to midscale. Tip clear",scripts/baseline.py,"0, -0.5, +0.5, 0 V in turn","0, then walked to 32768 in 64-count steps",200 reads per bias; sd 33.5-37.1 counts,sessions/2026-09-19-morning.md 3.1,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,,session data README or session log
2026-09-19-morning,bias_m01V_1789822770.csv,sessions/data/2026-09-19-morning/bias_m01V_1789822770.csv,csv,371705,14893,"t, cycle, phase, z, adc","z: 20000, 20016, 20032, 20048, 20064, 20080, 20096, 20112 ... (2597 values); phase: find, in, out, out2, pre, start; t spans 67.05","Z test at sample -0.1 V, 20 cycles",scripts/bias_series.py,33860 = sample -0.1 V,cycled in and out,"columns t, cycle, phase, z, adc; phases start/find/pre/in/out/out2/snap/lost; cycle 0 is the find; Z steps of 4 counts, 5 averaged reads per point; 20 cycles",sessions/2026-09-19-morning.md 3.11,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,,session data README or session log
2026-09-19-morning,bias_m05V_1789822770.csv,sessions/data/2026-09-19-morning/bias_m05V_1789822770.csv,csv,311852,11825,"t, cycle, phase, z, adc","z: 32078, 32082, 32086, 32090, 32094, 32098, 32102, 32104 ... (2726 values); phase: find, in, out, out2, pre, start; t spans 52.80","Z test at sample -0.5 V, 20 cycles",scripts/bias_series.py,38229 = sample -0.5 V,cycled in and out,"columns t, cycle, phase, z, adc; phases start/find/pre/in/out/out2/snap/lost; cycle 0 is the find; Z steps of 4 counts, 5 averaged reads per point; 20 cycles",sessions/2026-09-19-morning.md 3.11,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,,session data README or session log
2026-09-19-morning,bias_p01V_1789822770.csv,sessions/data/2026-09-19-morning/bias_p01V_1789822770.csv,csv,773692,28485,"t, cycle, phase, z, adc","z: 29542, 29546, 29550, 29554, 29558, 29562, 29566, 29570 ... (4018 values); phase: find, in, out, out2, pre, start; t spans 124.95","Z test at sample +0.1 V, 20 cycles",scripts/bias_series.py,31676 = sample +0.1 V,cycled in and out,"columns t, cycle, phase, z, adc; phases start/find/pre/in/out/out2/snap/lost; cycle 0 is the find; Z steps of 4 counts, 5 averaged reads per point; 20 cycles",sessions/2026-09-19-morning.md 3.11,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,,session data README or session log
2026-09-19-morning,bias_p05V_1789822770.csv,sessions/data/2026-09-19-morning/bias_p05V_1789822770.csv,csv,410425,15559,"t, cycle, phase, z, adc","z: 29340, 29344, 29348, 29352, 29356, 29360, 29364, 29368 ... (3310 values); phase: find, in, out, out2, pre, snap, start; t spans 69.64","Z test at sample +0.5 V, 20 cycles",scripts/bias_series.py,27307 = sample +0.5 V,cycled in and out,"columns t, cycle, phase, z, adc; phases start/find/pre/in/out/out2/snap/lost; cycle 0 is the find; Z steps of 4 counts, 5 averaged reads per point; 20 cycles",sessions/2026-09-19-morning.md 3.11,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,,session data README or session log
2026-09-19-morning,bias_series_run1.log,sessions/data/2026-09-19-morning/bias_series_run1.log,log,9911,112,free text,"first line: 12:59:31 ==== bias -0.1 V (code 33860), start Z 20000 ====","the Z test repeated at -0.1, +0.5, +0.1 and -0.5 V, 20 cycles each",scripts/bias_series.py,"33860, 27307, 31676, 38229 in that order",cycled in and out,"20 cycles per bias, back to back",sessions/2026-09-19-morning.md 3.11,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,,session data README or session log
2026-09-19-morning,creep_watch_run1.log,sessions/data/2026-09-19-morning/creep_watch_run1.log,log,714,17,free text,first line: 11:28:03     0.0s Z 32768      -12 counts,8.0 minutes at Z midscale with nothing moving: no current,scripts/creep_watch.py,38229 = sample -0.5 V,"midscale, fixed",20-read averages continuously; 17 printed at -24 to +16 counts,sessions/2026-09-19-morning.md 3.2,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,ITS CSV WAS LOST: the script wrote the CSV only on a clean exit and the task was stopped. The log is the whole record,session data README or session log
2026-09-19-morning,fastwood_1789819103.csv,sessions/data/2026-09-19-morning/fastwood_1789819103.csv,csv,8787,651,"t, steps, z_hit, adc",t spans 448.64,"the 651 rows behind it, none with a hit",scripts/fastwood.py,38229 = sample -0.5 V,swept after each step,"columns t, steps, z_hit, adc; 0.69 s per step",sessions/2026-09-19-morning.md 3.5,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,,session data README or session log
2026-09-19-morning,fastwood_1789820034.csv,sessions/data/2026-09-19-morning/fastwood_1789820034.csv,csv,141,11,"t, steps, z_hit, adc",t spans 9.67,"the 11 rows behind it, one with a hit",scripts/fastwood.py,38229 = sample -0.5 V,swept after each chunk,"columns t, steps, z_hit, adc; chunks of 20 motor steps",sessions/2026-09-19-morning.md 3.7,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,,session data README or session log
2026-09-19-morning,fastwood_run1.log,sessions/data/2026-09-19-morning/fastwood_run1.log,log,1190,28,free text,"first line: 11:58:24 0 steps, nothing in Z 0..62000","650 single approach steps with a 1,000-count sweep: nothing",scripts/fastwood.py,38229 = sample -0.5 V,swept after each step,"columns t, steps, z_hit, adc; 0.69 s per step",sessions/2026-09-19-morning.md 3.5,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,,session data README or session log
2026-09-19-morning,fastwood_run2_chunk20.log,sessions/data/2026-09-19-morning/fastwood_run2_chunk20.log,log,194,3,free text,"first line: 12:13:55 0 steps, nothing in Z 0..62000","20-step chunks: found at Z 51,000 after 200 steps",scripts/fastwood.py,38229 = sample -0.5 V,swept after each chunk,"columns t, steps, z_hit, adc; chunks of 20 motor steps",sessions/2026-09-19-morning.md 3.7,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,,session data README or session log
2026-09-19-morning,live_backoff_run1.log,sessions/data/2026-09-19-morning/live_backoff_run1.log,log,262,4,free text,first line: 11:24:40   82.2s   23208 counts  <<< CONTACT: STOP TURNING IN. Now back off in tiny steps ,"hand-set 1, live back-off at Z midscale: contact 11:24:40, clear 11:24:55",scripts/live_backoff.py (via Code/pc),38229 = sample -0.5 V,midscale,the laptop ticks while touching,sessions/2026-09-19-morning.md 3.2,"the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,,session data README or session log
2026-09-19-morning,live_backoff_z0_run1.log,sessions/data/2026-09-19-morning/live_backoff_z0_run1.log,log,453,7,free text,first line: 11:52:26    0.0s   32767 counts  <<< CONTACT: STOP TURNING IN. Now back off in tiny steps ,"hand-set 3, back-off with Z held at 0: clear 11:53:35",scripts/live_backoff_z0.py,38229 = sample -0.5 V,held at 0 (fully retracted),"ticks while touching, silence when clear","sessions/2026-09-19-morning.md 3.4, 3.8, 3.13","the 'very blunt' tip fitted ~03:00 UTC 2026-09-19, unchanged all morning, pressed into the gold with Z retracted for ~9, ~35, <=3.4 and ~5 minutes","unchanged: the 2026-09-19 leaf-on-paper sandwich, edge-anchored",sessions/2026-09-19-morning.md,"2026-09-19, about 11:15-13:30 UTC",,this script has NO self-test (it reuses the tested live_backoff.py),session data README or session log
